order_id,customer_id,date,crop_id,kg,sgd_total
O01501,C0241,2025-10-05,spinach,0.6,3.59
O01502,C0241,2025-05-20,kai_lan,3.82,24.51
O01503,C0241,2025-09-30,kai_lan,4.25,30.44
O01504,C0241,2025-09-03,kai_lan,2.41,14.3
O01505,C0241,2026-02-12,kai_lan,1.24,7.57
O01506,C0241,2025-11-02,kai_lan,1.36,9.35
O01507,C0241,2025-10-31,chye_sim,1.2,6.75
O01508,C0241,2026-02-08,kai_lan,0.46,2.71
O01509,C0241,2025-03-25,kai_lan,2.22,14.58
O01510,C0242,2026-03-01,arugula,3.73,29.51
O01511,C0242,2026-04-09,arugula,1.19,7.99
O01512,C0243,2026-04-03,arugula,3.21,30.44
O01513,C0243,2025-09-29,spinach,3.24,26.62
O01514,C0243,2025-08-30,arugula,2.73,23.11
O01515,C0243,2026-04-02,arugula,3.13,28.08
O01516,C0243,2025-11-12,spinach,4.19,30.78
O01517,C0243,2026-01-20,arugula,4.4,45.77
O01518,C0243,2025-08-28,arugula,1.43,13.48
O01519,C0243,2026-04-03,arugula,3.21,30.35
O01520,C0243,2025-09-15,arugula,4.7,49.15
O01521,C0243,2025-08-05,arugula,2.28,19.81
O01522,C0243,2025-08-20,arugula,2.87,28.38
O01523,C0243,2025-08-21,arugula,0.64,6.66
O01524,C0243,2025-08-08,arugula,0.63,5.8
O01525,C0243,2025-08-31,lettuce,0.91,6.1
O01526,C0243,2025-09-12,arugula,2.69,26.05
O01527,C0243,2026-02-26,arugula,3.97,40.55
O01528,C0243,2025-11-14,arugula,0.56,5.59
O01529,C0243,2025-10-29,arugula,4.34,42.43
O01530,C0243,2025-07-30,arugula,0.55,5.43
O01531,C0243,2025-09-23,arugula,2.31,19.71
O01532,C0243,2026-03-02,arugula,3.19,32.79
O01533,C0244,2025-11-07,chye_sim,14.18,73.09
O01534,C0244,2025-10-12,chye_sim,7.27,42.37
O01535,C0245,2026-04-03,spinach,0.52,3.2
O01536,C0245,2026-02-24,spinach,0.57,2.94
O01537,C0245,2025-10-03,spinach,0.51,2.83
O01538,C0245,2026-01-22,arugula,0.91,6.39
O01539,C0245,2026-01-23,spinach,0.66,3.6
O01540,C0245,2025-11-26,spinach,3.61,22.54
O01541,C0245,2025-06-13,spinach,1.72,9.67
O01542,C0245,2025-11-30,spinach,3.37,19.68
O01543,C0245,2025-07-07,spinach,2.84,14.93
O01544,C0246,2026-01-02,lettuce,1.61,7.35
O01545,C0246,2025-10-24,lettuce,1.73,8.6
O01546,C0246,2025-10-20,chye_sim,4.14,20.8
O01547,C0247,2026-03-10,spinach,2.43,16.64
O01548,C0247,2026-03-25,spinach,3.06,22.0
O01549,C0247,2025-12-09,spinach,4.32,31.64
O01550,C0247,2025-11-22,spinach,0.51,3.57
O01551,C0247,2026-01-04,spinach,2.8,21.95
O01552,C0247,2025-11-26,spinach,1.93,12.93
O01553,C0247,2026-02-12,arugula,4.11,39.29
O01554,C0247,2025-11-25,spinach,4.2,31.15
O01555,C0247,2026-03-07,arugula,3.84,38.56
O01556,C0247,2026-04-08,spinach,3.69,29.01
O01557,C0248,2026-02-13,arugula,3.68,36.67
O01558,C0248,2025-11-01,arugula,2.09,20.74
O01559,C0248,2025-10-20,arugula,0.37,3.73
O01560,C0248,2025-11-08,arugula,1.47,13.94
O01561,C0248,2025-12-10,arugula,0.48,4.26
O01562,C0248,2025-11-05,arugula,3.98,40.0
O01563,C0248,2025-06-27,arugula,2.97,26.62
O01564,C0248,2025-11-03,spinach,0.38,2.54
O01565,C0248,2025-07-09,lettuce,4.27,25.35
O01566,C0248,2025-07-20,arugula,0.67,6.91
O01567,C0248,2026-03-30,arugula,0.6,5.19
O01568,C0248,2025-11-09,arugula,2.63,22.97
O01569,C0248,2025-09-18,arugula,3.2,26.75
O01570,C0248,2025-08-18,arugula,1.17,10.93
O01571,C0248,2026-02-01,arugula,0.5,4.9
O01572,C0248,2025-07-22,arugula,4.88,40.4
O01573,C0248,2025-12-18,arugula,0.51,4.47
O01574,C0248,2025-08-15,arugula,2.39,22.39
O01575,C0248,2025-10-20,arugula,2.98,30.1
O01576,C0248,2026-01-19,arugula,2.3,20.45
O01577,C0248,2025-07-03,arugula,4.0,36.0
O01578,C0249,2026-04-06,kai_lan,9.71,70.26
O01579,C0249,2026-01-26,kai_lan,8.68,53.61
O01580,C0249,2025-09-27,kai_lan,11.09,77.42
O01581,C0249,2025-12-28,chye_sim,12.83,74.2
O01582,C0250,2026-02-22,kai_lan,12.26,77.43
O01583,C0250,2025-12-08,arugula,14.92,109.13
O01584,C0251,2026-04-09,kai_lan,9.18,63.01
O01585,C0251,2026-02-16,lettuce,11.59,57.08
O01586,C0251,2025-10-31,kai_lan,13.36,82.53
O01587,C0252,2026-02-10,lettuce,3.91,18.51
O01588,C0252,2026-03-14,lettuce,4.87,24.97
O01589,C0253,2026-02-15,chye_sim,1.95,10.76
O01590,C0253,2026-01-22,chye_sim,3.14,17.08
O01591,C0254,2025-10-17,chye_sim,4.19,20.95
O01592,C0254,2026-01-04,chye_sim,4.57,26.21
O01593,C0254,2026-02-06,chye_sim,1.52,7.95
O01594,C0254,2025-11-08,chye_sim,2.22,12.22
O01595,C0255,2026-03-01,spinach,4.44,23.9
O01596,C0255,2026-01-10,kai_lan,0.87,5.32
O01597,C0256,2026-02-16,kai_lan,0.46,3.82
O01598,C0256,2025-09-14,kai_lan,4.37,40.68
O01599,C0256,2026-01-23,kai_lan,2.19,18.77
O01600,C0256,2025-11-18,kai_lan,4.52,41.83
O01601,C0256,2025-08-15,kai_lan,3.77,30.76
O01602,C0256,2026-02-05,lettuce,3.78,23.71
O01603,C0256,2026-02-20,chye_sim,3.7,27.03
O01604,C0256,2026-03-08,kai_lan,4.51,38.96
O01605,C0256,2025-12-27,kai_lan,2.43,19.66
O01606,C0256,2025-09-19,kai_lan,3.06,28.65
O01607,C0256,2025-08-09,kai_lan,2.62,19.73
O01608,C0257,2026-03-16,arugula,4.27,30.18
O01609,C0257,2025-12-03,arugula,3.86,30.81
O01610,C0258,2026-04-09,arugula,3.74,34.38
O01611,C0258,2026-03-05,spinach,3.19,21.76
O01612,C0258,2026-03-06,spinach,1.65,12.42
O01613,C0258,2026-03-02,spinach,4.61,38.86
O01614,C0259,2025-04-16,lettuce,0.96,4.39
O01615,C0259,2025-11-08,kai_lan,4.54,32.78
O01616,C0259,2025-11-24,kai_lan,1.22,7.89
O01617,C0259,2025-03-06,kai_lan,1.62,11.7
O01618,C0260,2026-02-23,spinach,0.89,5.12
O01619,C0260,2026-04-12,spinach,3.62,22.73
O01620,C0260,2025-12-11,lettuce,0.71,3.17
O01621,C0260,2025-10-30,kai_lan,1.96,11.47
O01622,C0261,2025-06-14,spinach,2.68,14.73
O01623,C0261,2026-01-09,chye_sim,0.65,3.73
O01624,C0261,2025-03-12,kai_lan,4.68,32.58
O01625,C0261,2025-08-02,kai_lan,2.92,20.54
O01626,C0262,2025-05-10,lettuce,1.46,7.28
O01627,C0262,2025-08-12,arugula,1.55,10.21
O01628,C0262,2025-07-26,spinach,1.23,7.8
O01629,C0262,2026-01-11,chye_sim,0.32,1.55
O01630,C0262,2026-02-01,arugula,3.64,23.29
O01631,C0262,2026-04-09,arugula,2.09,15.33
O01632,C0262,2026-03-14,arugula,2.79,22.3
O01633,C0262,2025-09-22,arugula,3.44,24.71
O01634,C0263,2025-11-08,chye_sim,10.43,54.57
O01635,C0263,2025-08-12,chye_sim,13.81,80.6
O01636,C0264,2026-02-03,spinach,3.41,17.97
O01637,C0264,2026-02-14,lettuce,1.93,9.24
O01638,C0264,2025-11-20,lettuce,4.08,19.95
O01639,C0264,2026-02-01,arugula,0.44,2.97
O01640,C0264,2025-12-13,chye_sim,0.59,3.43
O01641,C0264,2025-12-24,arugula,2.23,17.27
O01642,C0264,2026-02-04,arugula,4.59,31.2
O01643,C0265,2025-07-13,arugula,4.15,28.49
O01644,C0265,2025-10-18,arugula,4.42,32.07
O01645,C0265,2026-02-06,arugula,4.85,35.85
O01646,C0265,2025-05-28,arugula,0.39,2.99
O01647,C0265,2025-10-03,arugula,3.61,28.58
O01648,C0265,2025-12-31,arugula,0.53,3.56
O01649,C0266,2025-09-30,chye_sim,2.16,12.5
O01650,C0266,2025-11-16,arugula,1.86,12.46
O01651,C0266,2025-10-26,kai_lan,0.39,2.83
O01652,C0266,2025-08-12,spinach,4.02,20.75
O01653,C0266,2025-11-12,spinach,1.38,8.53
O01654,C0266,2025-10-25,spinach,3.82,23.85
O01655,C0266,2025-12-31,spinach,0.92,5.62
O01656,C0266,2025-11-06,kai_lan,2.67,18.21
O01657,C0266,2026-01-19,spinach,3.79,22.2
O01658,C0266,2025-09-06,spinach,3.06,17.31
O01659,C0266,2025-11-27,spinach,3.79,20.96
O01660,C0267,2025-11-01,kai_lan,4.86,32.14
O01661,C0267,2026-01-29,kai_lan,0.74,5.33
O01662,C0267,2025-12-10,kai_lan,4.57,29.92
O01663,C0267,2025-11-23,kai_lan,4.97,34.05
O01664,C0267,2026-01-27,chye_sim,2.43,13.59
O01665,C0267,2025-08-02,kai_lan,1.39,8.76
O01666,C0267,2025-09-14,kai_lan,1.86,13.01
O01667,C0267,2025-09-01,kai_lan,1.1,7.74
O01668,C0267,2026-03-28,kai_lan,0.69,4.41
O01669,C0267,2026-03-20,kai_lan,4.25,29.33
O01670,C0267,2025-08-20,spinach,1.76,9.83
O01671,C0267,2025-10-06,kai_lan,3.54,23.54
O01672,C0268,2026-03-05,kai_lan,3.85,26.79
O01673,C0268,2026-03-22,kai_lan,4.81,29.28
O01674,C0269,2026-03-25,kai_lan,4.34,31.51
O01675,C0269,2025-08-31,spinach,0.66,3.51
O01676,C0269,2025-07-27,kai_lan,3.82,22.82
O01677,C0269,2026-03-02,kai_lan,4.46,28.97
O01678,C0269,2026-04-15,kai_lan,3.82,25.11
O01679,C0269,2026-02-10,kai_lan,0.85,6.2
O01680,C0270,2026-03-04,chye_sim,8.22,49.46
O01681,C0270,2026-01-05,chye_sim,6.42,35.48
O01682,C0270,2025-07-05,arugula,8.71,64.3
O01683,C0270,2025-11-19,chye_sim,14.36,87.09
O01684,C0270,2026-03-26,arugula,6.64,50.29
O01685,C0270,2025-11-20,chye_sim,9.16,46.17
O01686,C0270,2025-04-26,kai_lan,12.01,72.46
O01687,C0270,2025-05-10,chye_sim,8.31,40.89
O01688,C0271,2025-10-09,arugula,3.29,33.64
O01689,C0271,2026-01-13,arugula,4.66,41.27
O01690,C0271,2026-02-24,arugula,1.74,16.74
O01691,C0271,2026-02-12,lettuce,3.32,19.61
O01692,C0271,2025-10-07,arugula,1.32,11.38
O01693,C0271,2025-09-11,arugula,2.75,26.68
O01694,C0271,2026-02-02,arugula,3.93,37.58
O01695,C0271,2025-12-09,chye_sim,3.19,25.09
O01696,C0271,2025-11-05,arugula,3.98,41.64
O01697,C0271,2025-09-05,lettuce,0.97,6.17
O01698,C0272,2026-03-08,kai_lan,4.86,28.83
O01699,C0272,2026-04-08,kai_lan,3.42,21.34
O01700,C0273,2025-08-20,kai_lan,2.15,19.35
O01701,C0273,2026-02-18,kai_lan,4.24,34.27
O01702,C0273,2025-07-31,chye_sim,4.79,37.91
O01703,C0273,2025-11-10,chye_sim,2.93,20.93
O01704,C0273,2025-10-27,kai_lan,2.92,24.31
O01705,C0273,2025-12-16,kai_lan,4.37,40.08
O01706,C0273,2025-12-15,kai_lan,2.93,27.73
O01707,C0273,2025-09-26,kai_lan,1.14,10.22
O01708,C0273,2025-06-26,kai_lan,2.0,15.64
O01709,C0273,2026-04-17,kai_lan,0.74,6.08
O01710,C0273,2025-10-28,kai_lan,0.36,2.88
O01711,C0273,2025-11-08,kai_lan,2.17,20.54
O01712,C0273,2025-10-28,kai_lan,0.57,4.89
O01713,C0273,2025-07-06,arugula,4.99,48.16
O01714,C0273,2026-02-27,kai_lan,3.82,33.46
O01715,C0273,2026-03-27,kai_lan,0.44,4.03
O01716,C0273,2025-09-07,kai_lan,4.3,32.69
O01717,C0273,2025-08-21,kai_lan,3.3,24.93
O01718,C0273,2025-08-09,spinach,4.31,33.68
O01719,C0273,2025-06-29,kai_lan,3.46,32.03
O01720,C0273,2025-09-15,lettuce,4.74,30.3
O01721,C0273,2026-01-13,kai_lan,3.44,26.0
O01722,C0273,2025-09-27,lettuce,3.73,21.37
O01723,C0274,2025-08-12,kai_lan,1.23,8.03
O01724,C0274,2025-10-17,kai_lan,4.26,30.61
O01725,C0274,2025-12-27,kai_lan,1.95,12.18
O01726,C0274,2025-09-03,kai_lan,2.48,14.61
O01727,C0274,2025-09-05,kai_lan,0.71,4.39
O01728,C0274,2025-07-31,chye_sim,1.32,7.05
O01729,C0274,2025-08-31,arugula,1.75,13.12
O01730,C0274,2025-10-26,chye_sim,1.76,9.4
O01731,C0274,2025-12-14,kai_lan,0.96,5.96
O01732,C0275,2026-01-05,kai_lan,6.99,50.68
O01733,C0275,2026-01-23,kai_lan,7.65,49.57
O01734,C0275,2026-04-15,kai_lan,12.72,83.16
O01735,C0276,2026-04-08,kai_lan,13.35,84.38
O01736,C0276,2026-01-22,chye_sim,14.94,80.85
O01737,C0276,2026-03-18,chye_sim,7.07,40.77
O01738,C0276,2026-01-04,chye_sim,12.43,64.58
O01739,C0277,2025-10-06,lettuce,2.5,10.86
O01740,C0277,2025-08-19,lettuce,3.27,15.91
O01741,C0277,2026-02-15,lettuce,2.05,9.75
O01742,C0277,2025-07-08,lettuce,0.79,3.75
O01743,C0277,2025-06-25,lettuce,2.53,11.93
O01744,C0277,2025-08-11,lettuce,1.98,8.93
O01745,C0278,2025-09-24,spinach,3.2,18.97
O01746,C0278,2026-01-29,lettuce,1.44,7.46
O01747,C0278,2025-12-10,spinach,2.19,11.28
O01748,C0278,2025-10-18,arugula,2.68,18.95
O01749,C0278,2025-11-05,spinach,0.43,2.53
O01750,C0278,2025-11-21,arugula,4.73,31.6
O01751,C0279,2025-08-01,spinach,1.87,15.62
O01752,C0279,2025-07-07,spinach,3.9,31.53
O01753,C0279,2026-01-11,spinach,2.46,19.29
O01754,C0279,2025-09-01,spinach,0.68,4.79
O01755,C0279,2025-09-03,spinach,3.7,25.61
O01756,C0279,2026-03-02,spinach,2.54,18.46
O01757,C0279,2026-01-18,spinach,2.15,15.11
O01758,C0279,2026-01-18,spinach,4.21,33.29
O01759,C0279,2025-07-10,spinach,1.8,14.96
O01760,C0279,2025-12-12,arugula,4.15,41.02
O01761,C0279,2025-12-25,spinach,2.81,20.41
O01762,C0279,2026-03-18,spinach,4.46,31.05
O01763,C0280,2026-02-20,kai_lan,2.66,15.2
O01764,C0280,2026-02-27,lettuce,0.95,4.3
O01765,C0281,2026-02-03,kai_lan,1.9,12.78
O01766,C0281,2026-03-06,kai_lan,1.76,11.94
O01767,C0281,2026-03-21,kai_lan,4.81,30.65
O01768,C0281,2025-12-29,kai_lan,2.73,16.08
O01769,C0281,2025-12-09,kai_lan,3.74,25.24
O01770,C0282,2026-03-13,kai_lan,0.91,5.89
O01771,C0282,2026-02-11,spinach,2.58,16.65
O01772,C0282,2025-11-30,spinach,0.56,3.17
O01773,C0282,2026-02-25,spinach,3.14,19.52
O01774,C0282,2025-12-13,spinach,3.97,24.2
O01775,C0282,2026-03-24,spinach,2.01,12.49
O01776,C0283,2026-01-03,arugula,0.68,4.29
O01777,C0283,2026-04-16,spinach,2.72,16.21
O01778,C0284,2026-02-28,spinach,1.62,8.56
O01779,C0284,2026-03-28,spinach,0.54,3.18
O01780,C0284,2026-01-26,spinach,1.89,10.4
O01781,C0284,2025-08-02,spinach,1.14,6.39
O01782,C0284,2025-07-29,spinach,1.7,8.76
O01783,C0284,2025-09-16,spinach,0.47,2.89
O01784,C0285,2026-01-01,lettuce,5.95,30.72
O01785,C0285,2026-03-24,lettuce,7.75,42.26
O01786,C0286,2026-02-02,arugula,4.18,42.27
O01787,C0286,2026-04-02,lettuce,0.49,3.0
O01788,C0286,2025-04-11,arugula,4.89,47.3
O01789,C0286,2025-05-13,arugula,4.91,41.29
O01790,C0286,2026-02-12,spinach,0.41,3.39
O01791,C0286,2025-08-01,chye_sim,0.67,5.29
O01792,C0286,2025-05-21,lettuce,4.98,32.58
O01793,C0286,2025-12-24,spinach,4.06,29.65
O01794,C0286,2025-11-20,arugula,4.7,41.59
O01795,C0286,2026-03-10,spinach,3.46,26.71
O01796,C0286,2025-06-23,arugula,1.58,14.47
O01797,C0286,2025-04-01,lettuce,1.59,10.05
O01798,C0286,2026-02-11,arugula,1.34,11.09
O01799,C0286,2025-09-05,arugula,3.17,31.33
O01800,C0286,2026-01-28,lettuce,3.28,20.06
O01801,C0287,2025-12-19,kai_lan,1.9,11.9
O01802,C0287,2025-12-11,spinach,4.32,25.02
O01803,C0288,2025-09-16,spinach,1.5,7.73
O01804,C0288,2026-04-09,lettuce,2.94,13.86
O01805,C0289,2026-04-02,kai_lan,1.67,10.38
O01806,C0289,2026-03-17,kai_lan,3.24,19.36
O01807,C0289,2026-02-16,kai_lan,2.25,15.57
O01808,C0289,2026-01-29,kai_lan,2.61,15.86
O01809,C0290,2025-08-27,chye_sim,4.76,23.81
O01810,C0290,2026-01-09,chye_sim,4.96,27.76
O01811,C0290,2025-09-20,chye_sim,4.93,30.21
O01812,C0291,2026-01-16,arugula,1.32,10.44
O01813,C0291,2025-11-10,arugula,2.01,13.08
O01814,C0291,2025-11-30,arugula,2.8,18.85
O01815,C0291,2026-01-13,arugula,2.48,19.26
O01816,C0291,2026-02-06,arugula,4.4,30.95
O01817,C0291,2025-06-22,arugula,1.87,13.35
O01818,C0291,2025-09-17,arugula,0.76,5.59
O01819,C0291,2026-01-21,spinach,3.29,19.63
O01820,C0291,2025-08-30,arugula,2.67,17.26
O01821,C0291,2026-04-09,arugula,1.83,12.37
O01822,C0291,2026-04-08,arugula,3.52,28.06
O01823,C0291,2025-07-02,arugula,3.37,24.6
O01824,C0291,2025-09-27,kai_lan,2.03,14.41
O01825,C0292,2026-02-16,arugula,1.82,16.16
O01826,C0292,2026-04-11,kai_lan,3.01,25.22
O01827,C0292,2026-03-15,kai_lan,4.95,44.82
O01828,C0292,2026-02-15,kai_lan,0.82,7.12
O01829,C0292,2026-01-29,arugula,1.45,14.3
O01830,C0292,2025-12-26,kai_lan,0.45,3.98
O01831,C0292,2026-04-07,kai_lan,2.51,20.63
O01832,C0292,2026-03-28,kai_lan,1.52,13.53
O01833,C0293,2026-04-04,lettuce,2.81,12.2
O01834,C0293,2026-03-19,kai_lan,4.11,28.85
O01835,C0294,2025-04-12,kai_lan,3.67,31.08
O01836,C0294,2026-02-18,kai_lan,4.0,30.59
O01837,C0294,2025-08-04,lettuce,4.02,26.98
O01838,C0294,2025-09-26,kai_lan,1.9,17.62
O01839,C0294,2025-11-25,kai_lan,0.76,6.61
O01840,C0294,2025-04-29,kai_lan,3.63,32.56
O01841,C0294,2026-04-14,kai_lan,1.69,14.07
O01842,C0294,2025-11-08,kai_lan,2.97,25.67
O01843,C0294,2026-04-16,kai_lan,2.75,20.61
O01844,C0294,2025-09-28,kai_lan,3.65,29.45
O01845,C0294,2026-03-24,kai_lan,3.28,27.55
O01846,C0294,2025-11-03,kai_lan,1.03,9.3
O01847,C0294,2025-05-27,kai_lan,1.67,13.75
O01848,C0294,2026-02-12,kai_lan,4.3,37.05
O01849,C0294,2025-06-06,kai_lan,1.52,13.52
O01850,C0294,2026-04-08,lettuce,2.54,17.75
O01851,C0294,2025-09-15,kai_lan,3.06,25.86
O01852,C0295,2025-12-29,spinach,4.65,27.95
O01853,C0295,2026-03-16,spinach,2.57,14.5
O01854,C0296,2025-05-25,chye_sim,8.09,41.57
O01855,C0296,2025-09-11,chye_sim,12.29,61.41
O01856,C0296,2025-07-31,chye_sim,9.59,57.99
O01857,C0296,2025-04-28,chye_sim,12.83,70.98
O01858,C0296,2025-08-16,spinach,5.33,31.84
O01859,C0296,2025-10-07,chye_sim,7.71,47.13
O01860,C0296,2026-01-22,arugula,5.56,40.67
O01861,C0296,2025-08-26,chye_sim,12.97,65.92
O01862,C0297,2025-08-25,chye_sim,3.67,18.63
O01863,C0297,2026-02-27,chye_sim,1.6,9.34
O01864,C0297,2025-05-24,kai_lan,1.72,10.41
O01865,C0297,2025-08-24,chye_sim,3.03,16.53
O01866,C0297,2026-01-21,kai_lan,4.01,23.41
O01867,C0297,2025-12-22,chye_sim,0.69,3.53
O01868,C0298,2025-10-09,spinach,1.71,8.75
O01869,C0298,2026-01-27,kai_lan,4.47,30.97
O01870,C0298,2025-09-28,spinach,3.28,20.22
O01871,C0298,2025-06-21,spinach,2.21,12.13
O01872,C0298,2025-09-19,spinach,2.57,14.14
O01873,C0298,2025-11-21,spinach,2.8,15.63
O01874,C0299,2026-02-03,arugula,3.24,27.51
O01875,C0299,2025-07-24,arugula,1.8,18.77
O01876,C0299,2025-12-18,arugula,1.14,11.34
O01877,C0299,2026-04-01,arugula,4.65,42.92
O01878,C0299,2026-03-14,arugula,4.17,36.13
O01879,C0299,2025-06-16,kai_lan,2.66,21.49
O01880,C0299,2026-01-18,arugula,3.52,36.31
O01881,C0299,2025-08-07,arugula,1.03,8.82
O01882,C0299,2025-11-10,arugula,3.17,27.21
O01883,C0299,2026-01-11,lettuce,4.01,27.24
O01884,C0299,2025-09-06,arugula,1.54,15.87
O01885,C0299,2025-09-24,arugula,1.74,17.17
O01886,C0299,2025-09-30,arugula,2.3,20.97
O01887,C0299,2025-11-21,arugula,4.72,39.45
O01888,C0299,2025-11-17,arugula,4.09,42.6
O01889,C0299,2025-09-09,arugula,3.61,31.43
O01890,C0299,2025-08-31,arugula,2.06,18.42
O01891,C0299,2025-11-03,arugula,2.93,25.46
O01892,C0299,2025-08-10,arugula,2.37,20.97
O01893,C0299,2025-05-30,arugula,1.83,17.04
O01894,C0299,2026-02-19,arugula,4.86,40.57
O01895,C0299,2026-03-25,arugula,4.81,47.26
O01896,C0299,2025-08-27,arugula,3.15,28.61
O01897,C0299,2025-06-12,arugula,1.91,18.05
O01898,C0299,2025-12-02,kai_lan,0.93,8.34
O01899,C0299,2025-10-05,chye_sim,4.17,32.52
O01900,C0299,2026-02-17,arugula,1.24,10.46
O01901,C0299,2025-08-25,arugula,2.87,27.89
O01902,C0300,2026-03-19,chye_sim,0.96,5.62
O01903,C0300,2025-11-28,spinach,3.93,24.16
O01904,C0301,2026-01-04,lettuce,1.37,6.49
O01905,C0301,2026-01-07,lettuce,3.61,16.65
O01906,C0302,2025-04-03,spinach,3.32,18.91
O01907,C0302,2025-11-27,chye_sim,0.58,3.59
O01908,C0302,2025-09-30,spinach,2.35,12.12
O01909,C0302,2025-12-06,spinach,2.83,15.57
O01910,C0303,2026-02-28,lettuce,5.76,25.44
O01911,C0303,2026-02-08,lettuce,12.99,68.92
O01912,C0304,2026-03-31,lettuce,14.93,77.58
O01913,C0304,2026-04-14,lettuce,7.77,37.62
O01914,C0305,2025-06-08,arugula,0.64,4.8
O01915,C0305,2025-09-12,arugula,3.97,30.24
O01916,C0305,2025-10-30,spinach,1.68,10.04
O01917,C0305,2025-10-08,arugula,1.36,9.61
O01918,C0305,2025-08-02,lettuce,3.91,19.3
O01919,C0305,2026-02-20,arugula,3.92,28.72
O01920,C0305,2025-09-20,chye_sim,3.01,15.32
O01921,C0305,2025-06-06,arugula,1.15,7.36
O01922,C0305,2026-01-25,kai_lan,0.9,5.63
O01923,C0305,2025-04-27,arugula,1.78,12.0
O01924,C0305,2025-07-07,arugula,1.07,8.59
O01925,C0305,2025-07-20,kai_lan,1.97,11.69
O01926,C0305,2025-11-03,arugula,4.76,30.34
O01927,C0305,2026-04-07,kai_lan,0.53,3.4
O01928,C0305,2025-07-02,arugula,2.09,16.17
O01929,C0305,2025-05-09,lettuce,3.02,14.85
O01930,C0305,2025-06-14,kai_lan,2.6,17.32
O01931,C0306,2025-09-01,kai_lan,1.29,7.55
O01932,C0306,2025-12-07,kai_lan,1.5,8.84
O01933,C0306,2025-11-11,kai_lan,2.09,13.3
O01934,C0306,2025-05-13,kai_lan,4.74,33.33
O01935,C0307,2026-03-25,spinach,1.38,8.38
O01936,C0307,2026-02-02,spinach,2.13,12.28
O01937,C0307,2025-10-29,arugula,0.51,4.0
O01938,C0307,2025-10-04,spinach,0.9,4.8
O01939,C0307,2026-02-13,spinach,0.48,2.87
O01940,C0308,2026-02-01,spinach,2.25,11.98
O01941,C0308,2026-01-01,spinach,2.74,14.55
O01942,C0309,2026-04-11,chye_sim,2.02,12.22
O01943,C0309,2026-03-30,chye_sim,2.64,13.84
O01944,C0309,2026-01-07,chye_sim,4.25,24.09
O01945,C0309,2025-03-07,spinach,4.48,23.07
O01946,C0309,2025-05-05,kai_lan,2.07,13.79
O01947,C0309,2025-11-16,chye_sim,0.77,4.08
O01948,C0309,2025-06-15,chye_sim,4.94,24.67
O01949,C0309,2025-10-22,chye_sim,2.25,13.56
O01950,C0309,2025-10-04,chye_sim,3.14,17.81
O01951,C0310,2026-02-17,arugula,4.54,38.73
O01952,C0310,2026-04-05,arugula,4.8,46.72
O01953,C0310,2025-11-12,arugula,3.82,38.77
O01954,C0310,2025-12-08,arugula,2.72,27.32
O01955,C0310,2025-11-24,arugula,0.69,5.8
O01956,C0310,2026-01-30,arugula,3.19,28.07
O01957,C0310,2025-12-22,arugula,3.4,30.51
O01958,C0310,2026-02-14,arugula,2.74,26.16
O01959,C0310,2025-12-26,kai_lan,2.28,20.04
O01960,C0310,2026-03-16,arugula,3.82,38.28
O01961,C0311,2025-05-16,arugula,0.37,2.73
O01962,C0311,2025-08-21,arugula,1.82,13.3
O01963,C0311,2025-12-25,kai_lan,4.39,31.74
O01964,C0311,2025-11-15,arugula,1.31,9.7
O01965,C0311,2026-01-26,arugula,3.8,28.39
O01966,C0311,2026-01-10,spinach,4.49,24.54
O01967,C0311,2025-12-27,spinach,0.75,4.74
O01968,C0311,2026-01-12,arugula,3.98,28.12
O01969,C0312,2026-03-22,spinach,1.37,10.21
O01970,C0312,2026-02-23,spinach,3.65,25.05
O01971,C0312,2026-03-10,spinach,2.35,19.78
O01972,C0312,2026-02-21,arugula,1.16,11.67
O01973,C0313,2025-09-28,spinach,3.5,28.13
O01974,C0313,2025-09-30,spinach,3.12,21.59
O01975,C0313,2026-03-19,spinach,4.06,29.61
O01976,C0313,2025-10-16,spinach,4.99,34.59
O01977,C0313,2025-09-10,spinach,1.08,8.39
O01978,C0313,2025-10-14,chye_sim,1.01,8.02
O01979,C0313,2026-01-24,spinach,4.81,40.15
O01980,C0313,2025-11-19,spinach,2.75,20.36
O01981,C0313,2026-02-19,spinach,0.94,7.83
O01982,C0313,2025-06-21,spinach,3.63,28.47
O01983,C0313,2025-10-05,lettuce,4.81,27.39
O01984,C0313,2026-01-17,spinach,2.56,17.73
O01985,C0313,2025-10-23,spinach,1.05,7.76
O01986,C0313,2025-09-28,spinach,1.95,13.72
O01987,C0313,2025-11-09,spinach,2.19,17.38
O01988,C0313,2026-04-16,kai_lan,2.38,20.98
O01989,C0313,2025-12-05,spinach,0.85,6.13
O01990,C0313,2025-08-12,lettuce,1.39,8.73
O01991,C0314,2026-03-27,spinach,5.7,36.89
O01992,C0314,2026-03-01,arugula,5.41,42.11
O01993,C0315,2025-11-16,spinach,2.3,12.29
O01994,C0315,2026-04-14,lettuce,1.67,8.22
O01995,C0315,2025-11-10,lettuce,3.12,14.76
O01996,C0315,2026-04-07,spinach,3.6,20.53
O01997,C0316,2026-03-28,chye_sim,3.92,23.32
O01998,C0316,2026-04-03,chye_sim,1.48,8.17
O01999,C0317,2026-02-06,arugula,0.69,4.5
O02000,C0317,2026-03-14,kai_lan,3.05,18.52
O02001,C0318,2026-02-06,spinach,4.99,31.19
