date,crop_id,kg_shipped,price_sgd_per_kg
2026-04-24,lettuce_mambo,51.9,4.11
2026-04-24,chye_sim,14.9,4.64
2026-04-24,arugula,14.7,8.02
2026-04-24,pak_choi,62.1,3.7
2026-04-24,kale,15.7,9.99
2026-04-24,basil_thai,8.2,14.15
2026-04-24,coriander,16.5,13.07
2026-04-24,mint,6.7,13.12
2026-04-25,kai_lan,27.7,5.01
2026-04-25,baby_spinach,18.2,6.32
2026-04-25,lettuce_mambo,53.8,3.76
2026-04-25,chye_sim,33.1,3.85
2026-04-25,arugula,10.1,7.22
2026-04-25,pak_choi,59.2,3.23
2026-04-25,kale,18.9,9.44
2026-04-25,basil_thai,8.5,14.15
2026-04-25,coriander,17.4,12.22
2026-04-25,mint,6.6,14.37
2026-04-26,kai_lan,34.8,6.92
2026-04-26,baby_spinach,28.1,5.66
2026-04-26,lettuce_mambo,58.0,3.06
2026-04-26,chye_sim,26.0,5.0
2026-04-26,arugula,10.4,6.61
2026-04-26,pak_choi,51.2,4.01
2026-04-26,kale,19.1,8.75
2026-04-26,basil_thai,9.4,14.22
2026-04-26,coriander,15.0,13.47
2026-04-26,mint,10.0,14.55
2026-04-27,kai_lan,27.0,3.57
2026-04-27,baby_spinach,34.0,4.79
2026-04-27,lettuce_mambo,53.8,3.92
2026-04-27,chye_sim,25.9,3.49
2026-04-27,arugula,11.8,8.4
2026-04-27,pak_choi,66.4,3.71
2026-04-27,kale,18.2,8.83
2026-04-27,basil_thai,7.9,14.28
2026-04-27,coriander,15.0,12.37
2026-04-27,mint,4.6,13.06
2026-04-28,kai_lan,63.0,4.56
2026-04-28,baby_spinach,20.5,8.12
2026-04-28,lettuce_mambo,57.0,3.95
2026-04-28,chye_sim,39.6,3.82
2026-04-28,arugula,11.0,9.7
2026-04-28,pak_choi,68.4,3.79
2026-04-28,kale,20.4,8.6
2026-04-28,basil_thai,12.9,13.82
2026-04-28,coriander,15.3,10.2
2026-04-28,mint,5.0,14.38
